1 100 -100 100 63
-3.14	-1.00159
-3.04	-1.09626
-2.94	-1.17998
-2.84	-1.25191
-2.74	-1.31132
-2.64	-1.35764
-2.54	-1.39039
-2.44	-1.40925
-2.34	-1.41403
-2.24	-1.40468
-2.14	-1.38129
-2.04	-1.3441
-1.94	-1.29349
-1.84	-1.22995
-1.74	-1.15412
-1.64	-1.06675
-1.54	-0.96873
-1.44	-0.86103
-1.34	-0.74473
-1.24	-0.62099
-1.14	-0.49104
-1.04	-0.35618
-0.94	-0.21777
-0.84	-0.07718
-0.74	0.06418
-0.64	0.2049
-0.54	0.34357
-0.44	0.47881
-0.34	0.60927
-0.24	0.73364
-0.14	0.85067
-0.04	0.95921
0.06	1.05816
0.16	1.14655
0.26	1.22347
0.36	1.28817
0.46	1.34
0.56	1.37844
0.66	1.40311
0.76	1.41376
0.86	1.41028
0.96	1.39271
1.06	1.36123
1.16	1.31614
1.26	1.25791
1.36	1.1871
1.46	1.10444
1.56	1.01074
1.66	0.90694
1.76	0.79408
1.86	0.67328
1.96	0.54576
2.06	0.41278
2.16	0.27568
2.26	0.13583
2.36	-0.00538
2.46	-0.14654
2.56	-0.28623
2.66	-0.42307
2.76	-0.55567
2.86	-0.68273
2.96	-0.80296
3.06	-0.91517
