1 100 -100 100 629
-3.14	1.5692
-3.13	1.5592
-3.12	1.54921
-3.11	1.53921
-3.1	1.52922
-3.09	1.51923
-3.08	1.50924
-3.07	1.49926
-3.06	1.48929
-3.05	1.47933
-3.04	1.46938
-3.03	1.45944
-3.02	1.4495
-3.01	1.43958
-3.0	1.42968
-2.99	1.41978
-2.98	1.40991
-2.97	1.40004
-2.96	1.3902
-2.95	1.38037
-2.94	1.37057
-2.93	1.36078
-2.92	1.35101
-2.91	1.34127
-2.9	1.33155
-2.89	1.32185
-2.88	1.31218
-2.87	1.30253
-2.86	1.29291
-2.85	1.28332
-2.84	1.27375
-2.83	1.26422
-2.82	1.25472
-2.81	1.24525
-2.8	1.23581
-2.79	1.2264
-2.78	1.21703
-2.77	1.2077
-2.76	1.1984
-2.75	1.18914
-2.74	1.17991
-2.73	1.17073
-2.72	1.16158
-2.71	1.15248
-2.7	1.14342
-2.69	1.1344
-2.68	1.12542
-2.67	1.11649
-2.66	1.10761
-2.65	1.09877
-2.64	1.08997
-2.63	1.08123
-2.62	1.07253
-2.61	1.06389
-2.6	1.05529
-2.59	1.04675
-2.58	1.03826
-2.57	1.02982
-2.56	1.02144
-2.55	1.01311
-2.54	1.00484
-2.53	0.99662
-2.52	0.98847
-2.51	0.98037
-2.5	0.97232
-2.49	0.96434
-2.48	0.95642
-2.47	0.94856
-2.46	0.94077
-2.45	0.93303
-2.44	0.92536
-2.43	0.91776
-2.42	0.91022
-2.41	0.90274
-2.4	0.89533
-2.39	0.88799
-2.38	0.88072
-2.37	0.87352
-2.36	0.86639
-2.35	0.85932
-2.34	0.85233
-2.33	0.84541
-2.32	0.83856
-2.31	0.83179
-2.3	0.82509
-2.29	0.81847
-2.28	0.81192
-2.27	0.80544
-2.26	0.79904
-2.25	0.79272
-2.24	0.78648
-2.23	0.78032
-2.22	0.77423
-2.21	0.76823
-2.2	0.7623
-2.19	0.75646
-2.18	0.75069
-2.17	0.74501
-2.16	0.73941
-2.15	0.7339
-2.14	0.72847
-2.13	0.72312
-2.12	0.71786
-2.11	0.71268
-2.1	0.70759
-2.09	0.70258
-2.08	0.69766
-2.07	0.69283
-2.06	0.68809
-2.05	0.68343
-2.04	0.67887
-2.03	0.67439
-2.02	0.67
-2.01	0.66571
-2.0	0.6615
-1.99	0.65738
-1.98	0.65336
-1.97	0.64943
-1.96	0.64558
-1.95	0.64184
-1.94	0.63818
-1.93	0.63462
-1.92	0.63115
-1.91	0.62778
-1.9	0.6245
-1.89	0.62131
-1.88	0.61822
-1.87	0.61522
-1.86	0.61233
-1.85	0.60952
-1.84	0.60681
-1.83	0.6042
-1.82	0.60169
-1.81	0.59927
-1.8	0.59695
-1.79	0.59473
-1.78	0.5926
-1.77	0.59057
-1.76	0.58864
-1.75	0.58681
-1.74	0.58508
-1.73	0.58344
-1.72	0.58191
-1.71	0.58047
-1.7	0.57913
-1.69	0.57789
-1.68	0.57675
-1.67	0.57571
-1.66	0.57477
-1.65	0.57393
-1.64	0.57319
-1.63	0.57255
-1.62	0.57201
-1.61	0.57156
-1.6	0.57122
-1.59	0.57098
-1.58	0.57084
-1.57	0.5708
-1.56	0.57085
-1.55	0.57101
-1.54	0.57127
-1.53	0.57163
-1.52	0.57209
-1.51	0.57264
-1.5	0.5733
-1.49	0.57406
-1.48	0.57492
-1.47	0.57587
-1.46	0.57693
-1.45	0.57808
-1.44	0.57934
-1.43	0.58069
-1.42	0.58214
-1.41	0.5837
-1.4	0.58535
-1.39	0.5871
-1.38	0.58894
-1.37	0.59089
-1.36	0.59293
-1.35	0.59507
-1.34	0.59731
-1.33	0.59965
-1.32	0.60208
-1.31	0.60461
-1.3	0.60724
-1.29	0.60996
-1.28	0.61278
-1.27	0.6157
-1.26	0.61871
-1.25	0.62181
-1.24	0.62501
-1.23	0.62831
-1.22	0.6317
-1.21	0.63518
-1.2	0.63876
-1.19	0.64243
-1.18	0.64619
-1.17	0.65005
-1.16	0.65399
-1.15	0.65803
-1.14	0.66216
-1.13	0.66638
-1.12	0.6707
-1.11	0.6751
-1.1	0.67959
-1.09	0.68417
-1.08	0.68884
-1.07	0.6936
-1.06	0.69844
-1.05	0.70337
-1.04	0.70839
-1.03	0.7135
-1.02	0.71869
-1.01	0.72396
-1.0	0.72933
-0.99	0.73477
-0.98	0.7403
-0.97	0.74591
-0.96	0.7516
-0.95	0.75738
-0.94	0.76324
-0.93	0.76918
-0.92	0.77519
-0.91	0.78129
-0.9	0.78747
-0.89	0.79372
-0.88	0.80006
-0.87	0.80647
-0.86	0.81295
-0.85	0.81952
-0.84	0.82615
-0.83	0.83286
-0.82	0.83965
-0.81	0.84651
-0.8	0.85344
-0.79	0.86044
-0.78	0.86752
-0.77	0.87466
-0.76	0.88187
-0.75	0.88916
-0.74	0.89651
-0.73	0.90393
-0.72	0.91141
-0.71	0.91896
-0.7	0.92658
-0.69	0.93426
-0.68	0.942
-0.67	0.94981
-0.66	0.95768
-0.65	0.96561
-0.64	0.9736
-0.63	0.98165
-0.62	0.98976
-0.61	0.99793
-0.6	1.00615
-0.59	1.01444
-0.58	1.02277
-0.57	1.03116
-0.56	1.03961
-0.55	1.04811
-0.54	1.05666
-0.53	1.06526
-0.52	1.07392
-0.51	1.08262
-0.5	1.09137
-0.49	1.10017
-0.48	1.10902
-0.47	1.11791
-0.46	1.12685
-0.45	1.13583
-0.44	1.14486
-0.43	1.15393
-0.42	1.16304
-0.41	1.17219
-0.4	1.18138
-0.39	1.19061
-0.38	1.19988
-0.37	1.20918
-0.36	1.21852
-0.35	1.2279
-0.34	1.23731
-0.33	1.24675
-0.32	1.25623
-0.31	1.26574
-0.3	1.27528
-0.29	1.28484
-0.28	1.29444
-0.27	1.30406
-0.26	1.31372
-0.25	1.32339
-0.24	1.33309
-0.23	1.34282
-0.22	1.35257
-0.21	1.36234
-0.2	1.37213
-0.19	1.38194
-0.18	1.39177
-0.17	1.40161
-0.16	1.41148
-0.15	1.42136
-0.14	1.43125
-0.13	1.44116
-0.12	1.45108
-0.11	1.46102
-0.1	1.47096
-0.09	1.48092
-0.08	1.49088
-0.07	1.50085
-0.06	1.51083
-0.05	1.52082
-0.04	1.53081
-0.03	1.5408
-0.02	1.5508
-0.01	1.5608
0.0	1.5708
0.01	1.5808
0.02	1.59079
0.03	1.60079
0.04	1.61079
0.05	1.62078
0.06	1.63076
0.07	1.64074
0.08	1.65071
0.09	1.66067
0.1	1.67063
0.11	1.68057
0.12	1.69051
0.13	1.70043
0.14	1.71034
0.15	1.72023
0.16	1.73011
0.17	1.73998
0.18	1.74983
0.19	1.75966
0.2	1.76947
0.21	1.77926
0.22	1.78903
0.23	1.79877
0.24	1.8085
0.25	1.8182
0.26	1.82788
0.27	1.83753
0.28	1.84715
0.29	1.85675
0.3	1.86632
0.31	1.87585
0.32	1.88536
0.33	1.89484
0.34	1.90428
0.35	1.91369
0.36	1.92307
0.37	1.93241
0.38	1.94172
0.39	1.95098
0.4	1.96021
0.41	1.96941
0.42	1.97856
0.43	1.98767
0.44	1.99674
0.45	2.00576
0.46	2.01474
0.47	2.02368
0.48	2.03258
0.49	2.04142
0.5	2.05022
0.51	2.05897
0.52	2.06768
0.53	2.07633
0.54	2.08493
0.55	2.09348
0.56	2.10198
0.57	2.11043
0.58	2.11882
0.59	2.12716
0.6	2.13544
0.61	2.14366
0.62	2.15183
0.63	2.15994
0.64	2.16799
0.65	2.17598
0.66	2.18391
0.67	2.19178
0.68	2.19959
0.69	2.20733
0.7	2.21501
0.71	2.22263
0.72	2.23018
0.73	2.23767
0.74	2.24508
0.75	2.25244
0.76	2.25972
0.77	2.26693
0.78	2.27408
0.79	2.28115
0.8	2.28815
0.81	2.29508
0.82	2.30194
0.83	2.30873
0.84	2.31544
0.85	2.32208
0.86	2.32864
0.87	2.33513
0.88	2.34154
0.89	2.34787
0.9	2.35412
0.91	2.3603
0.92	2.3664
0.93	2.37242
0.94	2.37835
0.95	2.38421
0.96	2.38999
0.97	2.39568
0.98	2.40129
0.99	2.40682
1.0	2.41227
1.01	2.41763
1.02	2.4229
1.03	2.4281
1.04	2.4332
1.05	2.43822
1.06	2.44315
1.07	2.448
1.08	2.45275
1.09	2.45742
1.1	2.462
1.11	2.4665
1.12	2.4709
1.13	2.47521
1.14	2.47943
1.15	2.48356
1.16	2.4876
1.17	2.49155
1.18	2.4954
1.19	2.49917
1.2	2.50284
1.21	2.50641
1.22	2.5099
1.23	2.51329
1.24	2.51658
1.25	2.51978
1.26	2.52289
1.27	2.5259
1.28	2.52881
1.29	2.53163
1.3	2.53435
1.31	2.53698
1.32	2.53951
1.33	2.54194
1.34	2.54428
1.35	2.54652
1.36	2.54866
1.37	2.5507
1.38	2.55265
1.39	2.5545
1.4	2.55625
1.41	2.5579
1.42	2.55945
1.43	2.5609
1.44	2.56225
1.45	2.56351
1.46	2.56466
1.47	2.56572
1.48	2.56668
1.49	2.56753
1.5	2.56829
1.51	2.56895
1.52	2.56951
1.53	2.56996
1.54	2.57032
1.55	2.57058
1.56	2.57074
1.57	2.5708
1.58	2.57075
1.59	2.57061
1.6	2.57037
1.61	2.57003
1.62	2.56959
1.63	2.56904
1.64	2.5684
1.65	2.56766
1.66	2.56682
1.67	2.56588
1.68	2.56484
1.69	2.5637
1.7	2.56246
1.71	2.56112
1.72	2.55969
1.73	2.55815
1.74	2.55652
1.75	2.55478
1.76	2.55295
1.77	2.55102
1.78	2.54899
1.79	2.54687
1.8	2.54464
1.81	2.54232
1.82	2.53991
1.83	2.53739
1.84	2.53478
1.85	2.53207
1.86	2.52927
1.87	2.52637
1.88	2.52337
1.89	2.52028
1.9	2.5171
1.91	2.51382
1.92	2.51044
1.93	2.50697
1.94	2.50341
1.95	2.49976
1.96	2.49601
1.97	2.49217
1.98	2.48823
1.99	2.48421
2.0	2.48009
2.01	2.47589
2.02	2.47159
2.03	2.4672
2.04	2.46272
2.05	2.45816
2.06	2.4535
2.07	2.44876
2.08	2.44393
2.09	2.43901
2.1	2.43401
2.11	2.42891
2.12	2.42374
2.13	2.41847
2.14	2.41313
2.15	2.4077
2.16	2.40218
2.17	2.39658
2.18	2.3909
2.19	2.38514
2.2	2.37929
2.21	2.37337
2.22	2.36736
2.23	2.36128
2.24	2.35511
2.25	2.34887
2.26	2.34255
2.27	2.33615
2.28	2.32968
2.29	2.32313
2.3	2.3165
2.31	2.3098
2.32	2.30303
2.33	2.29618
2.34	2.28926
2.35	2.28227
2.36	2.27521
2.37	2.26807
2.38	2.26087
2.39	2.2536
2.4	2.24626
2.41	2.23885
2.42	2.23138
2.43	2.22384
2.44	2.21623
2.45	2.20856
2.46	2.20083
2.47	2.19303
2.48	2.18517
2.49	2.17725
2.5	2.16927
2.51	2.16123
2.52	2.15313
2.53	2.14497
2.54	2.13675
2.55	2.12848
2.56	2.12015
2.57	2.11177
2.58	2.10333
2.59	2.09484
2.6	2.0863
2.61	2.0777
2.62	2.06906
2.63	2.06036
2.64	2.05162
2.65	2.04283
2.66	2.03399
2.67	2.0251
2.68	2.01617
2.69	2.0072
2.7	1.99818
2.71	1.98911
2.72	1.98001
2.73	1.97087
2.74	1.96168
2.75	1.95246
2.76	1.9432
2.77	1.9339
2.78	1.92456
2.79	1.91519
2.8	1.90578
2.81	1.89635
2.82	1.88687
2.83	1.87737
2.84	1.86784
2.85	1.85827
2.86	1.84868
2.87	1.83906
2.88	1.82942
2.89	1.81974
2.9	1.81005
2.91	1.80032
2.92	1.79058
2.93	1.78081
2.94	1.77103
2.95	1.76122
2.96	1.75139
2.97	1.74155
2.98	1.73169
2.99	1.72181
3.0	1.71192
3.01	1.70201
3.02	1.69209
3.03	1.68216
3.04	1.67221
3.05	1.66226
3.06	1.6523
3.07	1.64233
3.08	1.63235
3.09	1.62237
3.1	1.61238
3.11	1.60238
3.12	1.59239
3.13	1.58239
3.14	1.57239
